 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01 0.176242834E+01
